,full_address,neighborhood,nid,sale_price,prediction,difference
20910,"177 Desmond St, San Francisco, CA 94134",10 - Visitacion Valley,10050,980000,838352,141647
20920,"145 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1200000,1115729,84270
20940,"290 Holladay Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1005000,586069,418930
20962,"1694-1694 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,2295000,2374970,-79970
20964,"236 Holladay Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1130000,886460,243539
20974,"260 Girard St, San Francisco, CA 94134",10 - Portola,10060,1028000,931537,96462
21002,"41 Castle St, San Francisco, CA 94133",8 - Telegraph Hill,8070,4100000,3938236,161763
21007,"721 San Bruno Ave, San Francisco, CA 94107",9 - Potrero Hill,9040,3145000,3939807,-794807
21012,"439 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1010000,791390,218609
21013,"2 Peralta Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1265000,997410,267589
21018,"100 Arleta Ave, San Francisco, CA 94134-2306",10 - Visitacion Valley,10050,930000,715671,214328
21026,"524 Brussels St, San Francisco, CA 94134",10 - Portola,10060,1350000,1293083,56916
21054,"949 San Bruno Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1224000,927485,296514
21058,"985 San Bruno Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1200985,1356685,-155700
21059,"955 Somerset St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1100000,1145877,-45877
21089,"1667 Silver Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,870000,560672,309327
21104,"637 Brussels St, San Francisco, CA 94134",10 - Portola,10060,1152000,1123737,28262
21108,"225 Dwight St, San Francisco, CA 94134",10 - Portola,10060,900000,585252,314747
21115,"66 Bishop St, San Francisco, CA 94134",10 - Visitacion Valley,10050,600000,1029146,-429146
21126,"636 Vermont St, San Francisco, CA 94107",9 - Potrero Hill,9040,4995000,5133088,-138088
21132,"89 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1110000,948813,161186
21144,"711 Vermont St, San Francisco, CA 94107",9 - Potrero Hill,9040,2375000,3622406,-1247406
21146,"50 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1200000,1339484,-139484
21179,"56 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,800000,592803,207196
21183,"120 Augusta St, San Francisco, CA 94124",10 - Silver Terrace,10070,900000,594489,305510
21186,"937 Goettingen St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1200000,1226700,-26700
21191,"214 Olmstead St, San Francisco, CA 94134",10 - Portola,10060,1190000,1110805,79194
21194,"956 Goettingen, San Francisco, CA 94134",10 - Visitacion Valley,10050,985000,750743,234256
21201,"311 Ordway St, San Francisco, CA 94134",10 - Visitacion Valley,10050,975000,773693,201306
21239,"444 Kansas St, San Francisco, CA 94107",9 - Potrero Hill,9040,2200000,2105391,94608
21250,"29 Alta St, San Francisco, CA 94133",8 - Telegraph Hill,8070,1300000,1207676,92323
21286,"332 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1180000,986763,193236
21320,"766 Thornton Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,950000,465790,484209
21341,"1132 Goettingen St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1100000,970310,129689
21355,"1150 Goettingen St, San Francisco, CA 94134",10 - Visitacion Valley,10050,825000,940855,-115855
21358,"28 Waterville St, San Francisco, CA 94124",10 - Silver Terrace,10070,800000,558307,241692
21371,"966 Brussels St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1266966,1497592,-230626
21398,"9 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1250000,2406762,-1156762
21408,"1054 Brussels St, San Francisco, CA 94134",10 - Visitacion Valley,10050,985000,871953,113046
21414,"2083 Carroll Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1200000,1069413,130586
21428,"1458 Kansas St, San Francisco, CA 91107",9 - Potrero Hill,9040,1610000,1630355,-20355
21433,"1477 Kansas St, San Francisco, CA 94107",9 - Potrero Hill,9040,1335750,1209057,126692
21434,"697 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,1310000,1112692,197307
21453,"829 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,3425000,3334056,90943
21457,"865 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,3922888,3997718,-74830
21460,"55 Ledyard St, San Francisco, CA 94124",10 - Silver Terrace,10070,1000000,983399,16600
21475,"933 Girard St, San Francisco, CA 94134",10 - Visitacion Valley,10050,875000,936824,-61824
21482,"1015 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,2250000,2176912,73087
21516,"2042 Carroll Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,842000,714880,127119
21517,"995 Girard St, San Francisco, CA 94134-2107",10 - Visitacion Valley,10050,1068000,968300,99699
21518,"2077 Bancroft Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1535000,1782218,-247218
21542,"170-172 Clara St, San Francisco, CA 94107",9 - Yerba Buena,9080,3400000,4319772,-919772
21548,"1348 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,2420000,2552681,-132681
21589,"1874 Donner, San Francisco, CA 94124",10 - Silver Terrace,10070,955000,970984,-15984
21593,"721 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,2500000,2413652,86347
21623,"40 Santa Fe Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1100000,990231,109768
21626,"106 Scotia Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1095000,1041198,53801
21637,"1025 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,1800000,1735733,64266
21640,"1361 Brussels St, San Francisco, CA 94134",10 - Visitacion Valley,10050,850000,585425,264574
21642,"2112 23rd St, San Francisco, CA 94107",9 - Potrero Hill,9040,1750000,1592252,157747
21666,"1189 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,1900000,1802765,97234
21667,"156 Ledyard St, San Francisco, CA 94124",10 - Silver Terrace,10070,1125000,985517,139482
21668,"150 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,763000,1537180,-774180
21675,"2211 25th St, San Francisco, CA 94107",9 - Potrero Hill,9040,1210000,1072233,137766
21676,"1237 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,1675000,1511115,163884
21689,"2150 Revere Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,915000,702352,212647
21695,"195 Ledyard St, San Francisco, CA 94124",10 - Silver Terrace,10070,1388888,1383504,5383
21716,"220 Lathrop Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1000000,1142809,-142809
21727,"817 Carolina St, San Francisco, CA 94107",9 - Potrero Hill,9040,1950000,2022610,-72610
21729,"910 Carolina St, San Francisco, CA 94107",9 - Potrero Hill,9040,4100000,4466218,-366218
21731,"922 Carolina St, San Francisco, CA 94107",9 - Potrero Hill,9040,1750000,1629865,120134
21754,"74 Crane St, San Francisco, CA 94124",10 - Bayview Heights,10100,765000,692709,72290
21767,"67 Crane St, San Francisco, CA 94124",10 - Bayview Heights,10100,1200000,1137012,62987
21789,"16 Lois Ln, San Francisco, CA 94134",10 - Little Hollywood,10120,1075000,905975,169024
21793,"85 Caire Ter, San Francisco, CA 94107",9 - Potrero Hill,9040,955000,796130,158869
21811,"613 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,1725000,1845713,-120713
21815,"132 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1050000,934233,115766
21824,"706-708 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,3025000,3330231,-305231
21830,"734 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,3535000,3498514,36485
21850,"24 Blair Ter, San Francisco, CA 94107",9 - Potrero Hill,9040,1010000,902925,107074
21853,"12 Littlefield Ter, San Francisco, CA 94107",9 - Potrero Hill,9040,1085000,1147835,-62835
21873,"107 Maddux Ave, San Francisco, CA 94124-2211",10 - Silver Terrace,10070,760000,294332,465667
21888,"215 Peninsula Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,963000,855512,107487
21920,"319 Arkansas St, San Francisco, CA 94107-2812",9 - Potrero Hill,9040,1826319,2809172,-982853
21924,"337 Bridgeview Dr, San Francisco, CA 94124",10 - Silver Terrace,10070,1395000,1264291,130708
21931,"63 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1105000,933837,171162
21935,"87 Apollo St, San Francisco, CA 94124-2226",10 - Silver Terrace,10070,810000,506383,303616
21936,"44 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,975000,848079,126920
21942,"2015 Revere Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1010000,1048725,-38725
21950,"38 Bitting, San Francisco, CA 94124",10 - Bayview,10010,1050000,862287,187712
21954,"294 Tocoloma Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1500000,1874777,-374777
21957,"66 Gould St, San Francisco, CA 94124",10 - Bayview Heights,10100,890000,599703,290296
21981,"167 Venus St, San Francisco, CA 94124",10 - Silver Terrace,10070,1200000,1066204,133795
22016,"278 Bridgeview Dr, San Francisco, CA 94124",10 - Silver Terrace,10070,872000,614363,257636
22018,"201 Topeka Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,975000,763179,211820
22019,"148 Orsi Cir, San Francisco, CA 94124",10 - Bayview,10010,1100000,1042672,57327
22027,"249 Nueva Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1300000,1287189,12810
22039,"331 Connecticut St, San Francisco, CA 94107",9 - Potrero Hill,9040,2010000,2885673,-875673
22057,"19 Apollo St, San Francisco, CA 94124",10 - Silver Terrace,10070,1000000,1030153,-30153
22062,"192 Nueva Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,750500,438605,311894
22063,"415 Thornton Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1010000,768252,241747
22085,"85 Carr St, San Francisco, CA 94124",10 - Bayview Heights,10100,720000,143842,576157
22095,"112 Nueva Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,900000,571604,328395
22101,"686 Connecticut St, San Francisco, CA 94107",9 - Potrero Hill,9040,2350000,2653209,-303209
22115,"21 Neptune St, San Francisco, CA 94124",10 - Silver Terrace,10070,873000,592123,280876
22118,"1915 Palou Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,888000,574617,313382
22121,"1910 Palou Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,750000,376487,373512
22154,"81 Gillette Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1115000,933049,181950
22155,"86 Silverview, San Francisco, CA 94124-2287",10 - Silver Terrace,10070,726000,214587,511412
22163,"422 Missouri St, San Francisco, CA 94107",9 - Potrero Hill,9040,2010000,2070104,-60104
22239,"1140 Ingerson Ave, San Francisco, CA 94124-3514",10 - Bayview Heights,10100,985000,1960273,-975273
22242,"418 Texas St, San Francisco, CA 94107",9 - Potrero Hill,9040,2250000,2267408,-17408
22279,"3210 Jennings St, San Francisco, CA 94124",10 - Bayview Heights,10100,875000,702113,172886
22284,"142 Bayview Cir, San Francisco, CA 94124",10 - Silver Terrace,10070,920000,740724,179275
22292,"1808 Newhall St, San Francisco, CA 94124",10 - Silver Terrace,10070,1150000,1446568,-296568
22299,"1330 20th St, San Francisco, CA 94107",9 - Potrero Hill,9040,2710000,2746746,-36746
22336,"556 Mississippi St, San Francisco, CA 94107",9 - Potrero Hill,9040,1487500,1355568,131931
22340,"574 Mississippi St, San Francisco, CA 94107",9 - Potrero Hill,9040,1105000,688781,416218
22344,"1035 Jamestown Ave, San Francisco, CA 94124",10 - Bayview Heights,10100,700000,1068113,-368113
22352,"18 Ceres St, San Francisco, CA 94124",10 - Bayview,10010,780000,601724,178275
22377,"1300 Gilman Ave, San Francisco, CA 94124",10 - Bayview Heights,10100,1100000,958864,141135
22386,"1038 Ingerson Ave, San Francisco, CA 94124-3512",10 - Bayview Heights,10100,832000,640060,191939
22403,"1159 Hollister Ave, San Francisco, CA 94124",10 - Bayview Heights,10100,1285000,1226307,58692
22407,"62 Lucy St, San Francisco, CA 94124",10 - Bayview,10010,850000,634397,215602
22419,"52 Bayview St, San Francisco, CA 94124",10 - Bayview,10010,900000,642116,257883
22424,"1776 Revere Ave, San Francisco, CA 94124",10 - Bayview,10010,1350000,1337331,12668
22425,"2915 Jennings St, San Francisco, CA 94124",10 - Bayview,10010,1100000,1009694,90305
22426,"2915 Jennings St, San Francisco, CA 94124",10 - Bayview,10010,900000,657227,242772
22429,"2909 Jennings St, San Francisco, CA 94124",10 - Bayview,10010,820000,329340,490659
22441,"3212 Ingalls St, San Francisco, CA 94124",10 - Bayview Heights,10100,1040000,1729690,-689690
22455,"1770 Newcomb Ave, San Francisco, CA 94124-2348",10 - Bayview,10010,1305000,1604089,-299089
22458,"1119 Hollister Ave, San Francisco, CA 94124-3633",10 - Bayview Heights,10100,950000,656525,293474
22467,"1746 Revere Ave, San Francisco, CA 94124",10 - Bayview,10010,825000,486435,338564
22484,"1267 Fitzgerald Ave, San Francisco, CA 94124",10 - Bayview,10010,1030000,1495208,-465208
22499,"1727 Revere Ave, San Francisco, CA 94124",10 - Bayview,10010,905000,625003,279996
22501,"1766 McKinnon Ave, San Francisco, CA 94124-2141",10 - Bayview,10010,790000,553729,236270
22503,"1650 Yosemite Ave, San Francisco, CA 94124",10 - Bayview,10010,690000,350681,339318
22517,"1656 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,880000,672709,207290
22521,"1686 Oakdale Ave, San Francisco, CA 94124",10 - Bayview,10010,1200000,1174481,25518
22554,"1942 Lane St, San Francisco, CA 94124",10 - Bayview,10010,875000,717400,157599
22557,"1754 La Salle Ave, San Francisco, CA 94124",10 - Bayview,10010,834000,620071,213928
22577,"1043 Hollister Ave, San Francisco, CA 94124",10 - Bayview,10010,739000,656134,82865
22581,"1900 Lane St, San Francisco, CA 94124",10 - Bayview,10010,683000,333291,349708
22587,"2920 Hawes St, San Francisco, CA 94124",10 - Bayview,10010,1150000,1156749,-6749
22629,"1707 La Salle Ave, San Francisco, CA 94124",10 - Bayview,10010,875000,597670,277329
22649,"990 Hollister Ave, San Francisco, CA 94124",10 - Bayview,10010,865000,630288,234711
22650,"1556 Thomas Ave, San Francisco, CA 94124",10 - Bayview,10010,875000,845553,29446
22696,"1618 Quesada Ave, San Francisco, CA 94124",10 - Bayview,10010,945000,1001011,-56011
22703,"1520 Thomas Ave, San Francisco, CA 94124",10 - Bayview,10010,1200000,1027448,172551
22738,"2919 Griffith St, San Francisco, CA 94124",10 - Bayview,10010,799900,437178,362721
22740,"1071 Gilman, San Francisco, CA 94124",10 - Bayview,10010,870000,690716,179283
22741,"1438 Van Dyke Ave, San Francisco, CA 94124-3233",10 - Bayview,10010,830000,1491031,-661031
22814,"1 Ignacio Ave, San Francisco, CA 94124",10 - Bayview,10010,1310000,1505285,-195285
22823,"1490 Shafter Ave, San Francisco, CA 94124",10 - Bayview,10010,1400000,1455285,-55285
22825,"1418 Underwood Ave, San Francisco, CA 94124",10 - Bayview,10010,800000,507480,292519
22834,"1474 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,935000,728835,206164
22872,"1459 Shafter Ave, San Francisco, CA 94124",10 - Bayview,10010,1400000,1396792,3207
22873,"1447 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,1200000,2794534,-1594534
22913,"1504 Jerrold Ave, San Francisco, CA 94124",10 - Bayview,10010,875000,688951,186048
22926,"901 Mendell St, San Francisco, CA 94124",10 - Bayview,10010,855000,676921,178078
22930,"1466 Revere Ave, San Francisco, CA 94124",10 - Bayview,10010,975000,726937,248062
22931,"1431 Shafter Ave, San Francisco, CA 94112-2758",10 - Bayview,10010,1025000,721898,303101
22938,"1461 Revere Ave, San Francisco, CA 94124",10 - Bayview,10010,600000,168991,431008
22945,"1423 Shafter Ave, San Francisco, CA 94124-2759",10 - Bayview,10010,1118000,1028637,89362
22946,"1451 Oakdale Ave, San Francisco, CA 94124",10 - Bayview,10010,975000,675585,299414
22948,"1479 Newcomb Ave, San Francisco, CA 94124",10 - Bayview,10010,1450000,1500296,-50296
22960,"1386 Thomas Ave, San Francisco, CA 94124",10 - Bayview,10010,1125000,985574,139425
23011,"1388 Oakdale Ave, San Francisco, CA 94124",10 - Bayview,10010,950000,770073,179926
23012,"1410 Innes Ave, San Francisco, CA 94124",10 - Bayview,10010,860600,661454,199145
23021,"1334 Thomas Ave, San Francisco, CA 94124-3306",10 - Bayview,10010,750000,518226,231773
23041,"1481 Innes Ave, San Francisco, CA 94124",10 - Bayview,10010,890000,760012,129987
23056,"620 Mendell St, San Francisco, CA 94124",10 - Bayview,10010,1080000,986111,93888
23057,"7 Richards Cir, San Francisco, CA 94124",10 - Bayview,10010,1000000,947925,52074
23059,"1306 Thomas Ave, San Francisco, CA 94124-3306",10 - Bayview,10010,798000,426547,371452
23067,"1318 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,968000,698532,269467
23073,"13 Las Villas Ct, San Francisco, CA 94124",10 - Bayview,10010,988000,1125618,-137618
23111,"1274 Shafter Ave, San Francisco, CA 94124",10 - Bayview,10010,850000,703251,146748
23113,"1420 Hudson Ave, San Francisco, CA 94124",10 - Bayview,10010,1250000,1541580,-291580
23136,"1241 Shafter Ave, San Francisco, CA 94124",10 - Bayview,10010,818000,540050,277949
23138,"1600 Ingalls St, San Francisco, CA 94124",10 - Bayview,10010,850000,730289,119710
23154,"1211 Shafter Ave, San Francisco, CA 94124",10 - Bayview,10010,1280000,1917632,-637632
23161,"1190 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,900000,558570,341429
23167,"2 Hawkins Ln, San Francisco, CA 94124",10 - Bayview,10010,1210000,1365535,-155535
23183,"1171 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,675000,287502,387497
23187,"1231 Quesada Ave, San Francisco, CA 94124",10 - Bayview,10010,708000,163891,544108
23189,"55 Rebecca Ln, San Francisco, CA 94124",10 - Bayview,10010,850000,660393,189606
23194,"45 Rebecca Ln, San Francisco, CA 94124",10 - Bayview,10010,825000,848816,-23816
23195,"1219 Quesada Ave, San Francisco, CA 94124-3334",10 - Bayview,10010,737500,316975,420524
23214,"56 Garnett Ter, San Francisco, CA 94124",10 - Bayview,10010,760000,454860,305139
23218,"1240 Hawes St, San Francisco, CA 94124",10 - Bayview,10010,750000,330358,419641
23227,"1081 Palou Ave, San Francisco, CA 94124",10 - Bayview,10010,920000,2173556,-1253556
23294,"193 Bepler St, San Francisco, CA 94112",10 - Outer Mission,10040,1100000,1127940,-27940
